Number,Posted by,Photo credit,Source,Season,Year,Time,Country,Province/Region,Place,Fall under,area/location,Classified area,due to fenceless border I put them under,Alive/dead,cause of death,Area,Movement,conditions,Human presence,link
326,daniniew,Danini,Instagram,Winter,3/8/2016,evening,South Africa,Eastern Cape,Sibuya Game Reserve,,,Eastern Cape-other,,alive,,road,walking,good,,
327,Jacques Coetzee,,Facebook,Autumn,23/3/2013,daylight,South Africa,Mpumalanga,,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,lion,,,,,https://web.facebook.com/photo/?fbid=306529696142788&set=a.277331769062581
328,African Impact-South Africa Conservation Projects,camera trap,Facebook,Summer,18/5/2017,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,
329,Lizel Bester,,Facebook,Spring,26/9/2017,daylight,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/search/top/?q=lizel%20bester%20aardvark
330,Mark Kaptein,Mark,Facebook,Winter,22/7/2018,daylight,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/photo/?fbid=1789714327788542&set=a.442788702481118
331,umlanibushcamp,,Instagram,Winter,11/6/2016,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BGgc_W6I-kh/
332,David Jamieson,,Facebook,Spring,24/9/2017,daylight,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
333,umlanibushcamp,Oliver Lane,Instagram,Spring,3/10/2017,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BZyVlT8h3kx/
334,latest Sightings-Kruger,Simon Vegter,Facebook,Spring,17/9/2016,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.facebook.com/latestsightingskruger/photos/a.220668441336826/1209839635753030
335,Joe Flessa,Joe,Facebook,Winter,24/7/2017,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/joe.flessa/posts/10155644903774479
336,Gianfranco Mensi,,Facebook,Summer,27/12/2016,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
337,scarletti85,camera trap,Instagram,Summer,28/1/2019,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BtKymfpBrLD/
338,rhinopostsafarilodge,,Instagram,Spring,18/9/2017,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BZMeOV2lewu/
339,lukeovendale,Luke,Instagram,Winter,5/7/2018,daylight,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.instagram.com/p/Bk3ZmsmnI5H/
340,Wild Wings Safaris,,Facebook,Autumn,10/5/2013,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,feeding,good,,https://web.facebook.com/WildWingsSafaris/photos/a.183656191670258/517736014928939
341,latest Sightings-Kruger,,Facebook,Winter,11/8/2018,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/latestsightingskruger/photos/pcb.2183060741764243/2183060521764265/
342,Amanda Hewett,,Facebook,Summer,30/1/2018,daylight,South Africa,Mpumalanga,Nhongo Safaris,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/photo/?fbid=10155391825669952&set=pcb.10155391826039952
343,jamesmwhiteman,James,Instagram,Winter,28/7/2016,evening,South Africa,Mpumalanga,Pafuri Camp,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,road,walking,good,,
344,sophiebrownphotography,Sophie Brown,Instagram,Spring,4/10/2019,evening,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/B3M1bU6HA7-/
345,latest Sightings-Kruger,,Facebook,Spring,25/9/2017,evening,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/latestsightingskruger/photos/pcb.1699309546806034/1699342186802770/
346,latest Sightings-Kruger,Maud,Facebook,Spring,30/9/2015,daylight,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,running away from a honey badger,good,,https://www.facebook.com/latestsightingskruger/photos/a.537352673001733/958292060907790
347,Pughies Kruger Adventure at African Impack.com,Steve Pugh,Facebook,Autumn,16/5/2018,evening,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/Pughies-Kruger-Adventure-at-African-Impactcom-506776776407598/photos/518818635203412
348,Recks Hlungwani Ka Mahlathi,Recks,Facebook,Winter,19/7/2015,daylight,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/photo/?fbid=469006589933508&set=a.145823932251777
349,Recks Hlungwani Ka Mahlathi,Recks,Facebook,Winter,15/7/2016,daylight,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/reckson.hlungwanikamahlathi/posts/606421476192018
350,Ngala Private Game Reserve,Steve Walker Photography,Facebook,Summer,16/1/2015,daylight,South Africa,Mpumalanga,Ngala Private Game Reserve,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/andBeyondNgala/photos/basw.AbpCzTB6du7Ibol5ioTIaWEJpJrEeIfFy4LAAtivyxz9gh01DqmNwdBVU-hK6I8A7p5yMjqFqEe6PDW6q08uPF7Edxx1NGWMRTHNcI6gTaf79K0F33OuDbWX99SVvPw9nG_oEeD5ImQa7xMfWO7IqA5a5vKnjEK7ki4vJ7-C7IYPpQ.1782015775181851.832110416839063.880695661980538.1351647341552032/880695661980538/?type=1&opaqueCursor=AbqxNr-NSnX1cwEGCmGasKtJKcSFWBQf83npSleI19iNQviKVKZICLFxynU4iqNCGRZid5F8cPN2F6gv5nASOAtt6jhUyx1QJI5r1xBdWVTjdLAR6JK7c24l9JzC6LAkuwU-CJ8s9_uDQEaXR-9OvXyI9fixdq6XE31d2pUS_pWmmNQV2yBw5UzpxwQafkjYOzq1X_cBkM-v5JATtpMPQNoThljJMSRNR-mlTNBnXj4Wo9SHWEXyM9kxcxyFr_1pK0H72Yj09OnUsqj0M_4EFJLweX71Jtqap1czfvWui5kZ0po6LDnk8rmERXFrfpfdfHjAt895Eg2ZjJYPBrKUJXEVrmvvwqnMvi33caivImdyMYNpvBL9vfzqHv8JzJcIvLjTDqMhJDwx78mkhDGgS3RWr05EH7fuTfWq_NJAOssSBqp1Erdw3udtV0RWVubo67AM3Ka5CAJeGURgO6dRoTWhLhhyTnTR71vRZ9gOwgfcxCL0AVasZFe0T5mGuuqzJIH9d8mIB0-0B5HBe3b5m5PvuH1tKaT6wMZsqw7Zh-w08VqbsGjDzivltB3ptZDxcucLOBfHS0GTZ1qwlBxv7H1gqFzqcZ8Zkae6vfA_7iiDbfXgnIwDz90I0mx7_k92ftjfkpno9FxtJ6o_34SQKS8rXZuOpFGqThAgcwazp6rUm2tuR5-Ux963PCT1fOd8GtUm2ZDeIEfoIsdRd6YKQpeH_H4rmIAr2HrZrsWqY6doD8vGa2ep9Xm1A9rheD7T4_L87FfeQ8vuQ2y6E8Qup8K-hQR4n_TbT9ofH6pdQLDViNe69qZhH8ZB3m2VaYfg4lw79qIAvx5f_-JmoNp3tYF1RxBK_D4aw7C0CuNXrZ27OuCzXFmF6F-jw9utPjUFmceTrEgG49RSoWR8UUzDgJiiggJGZDhnkwc6uIWabKYKJALDNUn1-1QZwm6r9jP_PGIXms_V2jZPdy31MgoNQOYEOI3KQS9zDJnsfpmax1WS7Q&theater
351,Ngala Private Game Reserve,Jason Glanville,Facebook,Summer,17/12/2016,evening,South Africa,Mpumalanga,Ngala Private Game Reserve,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/search/top/?q=Ngala%20Private%20Game%20Reserve%20aardvark
352,Chad Cocking Wildlife Photography,Chad Cocking,Facebook,Winter,3/7/2011,daylight,South Africa,Mpumalanga,Timbavati Game Reserve,Timbavati Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,waterhole,drinking water,"not good, bones exposed",,https://web.facebook.com/237356082948520/photos/pb.100044953082601.-2207520000../250792091604919/?type=3
353,Ndlopfu Private Game Reserve,camera trap,Facebook,Spring,26/9/2017,evening,South Africa,Mpumalanga,Ndlopfu Private Game Reserve,Umbabat Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/ndlopfugamereserve/photos/a.688027397929489/1471196256279262/
354,Ndlopfu Private Game Reserve,camera trap,Facebook,Spring,7/10/2017,evening,South Africa,Mpumalanga,Ndlopfu Private Game Reserve,Umbabat Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,road,crossing the road,good,,https://web.facebook.com/ndlopfugamereserve/photos/a.688027397929489/1481171725281715/
355,Makanyi Lodge,,Facebook,Winter,4/6/2016,evening,South Africa,Mpumalanga,Makanyi Lodge,Timbavati Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/makanyiprivategamelodge/photos/a.1615157195421698/1745748539029229
356,rangernicnel,Nicnel,Instagram,Spring,7/10/2016,daylight,South Africa,Mpumalanga,Timbavati Game Reserve,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,feeding,good,,
357,Wild Eye,,Facebook,Autumn,24/3/2017,daylight,South Africa,Mpumalanga,Timbavati Game Reserve,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/search/top/?q=aardvark%20leopard
358,Kambuka Lodges,,Facebook,Winter,19/6/2017,daylight,South Africa,Mpumalanga,Kambaku Lodge,Timbavati Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/kambakulodge/photos/a.799251323485888.1073741831.534461913298165/1401686666575681/?type=3&theater
359,wildchildjurgensen,,Instagram,Spring,17/10/2016,evening,South Africa,Mpumalanga,Kambaku Lodge,Timbavati Game Reserve,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,ground surface,feeding,good,,
360,latest sightings-Kruger,Jacques Moller,Facebook,Winter,22/8/2015,evening,South Africa,Mpumalanga,Kruger National Park,Kruger National Park,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,road,crossing the road,good,,https://www.facebook.com/latestsightingskruger/photos/a.220668441336826/936674603069536
361,markbushlife,,Instagram,Winter,8/8/2016,evening,South Africa,Mpumalanga,Lion Sands Game Reserve,Sabi Sands Game Reserve,near Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,road,crossing the road,good,,https://www.instagram.com/p/BI2n6SwDiiV/
362,wildlife_with_kev,Kevan Dobbie,Instagram,Summer,24/12/2017,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BdFVNXOjDAE/
363,pravirpatel,Pravir Patel,Instagram,Winter,23/6/2015,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/4RRnbrJqTB/
364,pravirpatel,Pravir Patel,Instagram,Winter,8/8/2015,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,yes,https://www.instagram.com/p/6HwofgpqYt/
365,Londolozi Game Reserve,camera trap,Facebook,Autumn,24/3/2012,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/londolozigamereserve/photos/928364160579635?_rdc=1&_rdr
366,rob.terpelle,Rob ter Pelle,Instagram,Spring,19/11/2017,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/Bbr8JlWnyF9/
367,Sabi Sabi Private Game Reserve,,Instagram,Autumn,30/5/2018,evening,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/SabiSabiReserve/photos/pcb.1670548899659421/1670547912992853
368,doug.j.bell,,Instagram,Autumn,3/4/2018,daylight,South Africa,Mpumalanga,Sabi Sabi Private Game Reserve,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard ,,,,,https://www.instagram.com/p/BhGP-VQnmk2/
369,rikusranger,,Instagram,Winter,19/8/2015,evening,South Africa,Mpumalanga,andBeyond Kirkman's Kamp,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/6jLfmdsSvh/
370,Chris Roque,,Facebook,Autumn,16/3/2015,evening,South Africa,Mpumalanga,Arathusa Safari Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/photo/?fbid=10206273322181453&set=o.600453360058642
371,Tingana Male Leopard,Liam Rainer,Facebook,Winter,27/8/2018,daylight,South Africa,Mpumalanga,Arathusa Safari Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,hyena,,,,,
372,Arathusa Safari Lodge,,Facebook,Autumn,8/4/2015,daylight,South Africa,Mpumalanga,Arathusa Safari Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
373,Simbambili Game Lodge,Liam Rainer,Facebook,Winter,15/8/2014,daylight,South Africa,Mpumalanga,Simbambili Game Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/simbambiligamelodge/photos/a.187694898028240/518479348283125/
374,Simbambili Game Lodge,Liam Rainer,Facebook,Autumn,24/3/2015,daylight,South Africa,Mpumalanga,Simbambili Game Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/simbambiligamelodge/photos/a.627892434008482/627902957340763
375,Simbambili Game Lodge,Liam Rainer,Facebook,Winter,27/8/2014,evening,South Africa,Mpumalanga,Simbambili Game Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/simbambiligamelodge/photos/a.523496854448041/523497027781357
376,Simbambili Game Lodge,Richard Sachse Photography,Facebook,Winter,10/6/2014,daylight,South Africa,Mpumalanga,Simbambili Game Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/simbambiligamelodge/photos/pcb.489301194534274/489300724534321/
377,Tingana Male Leopard,,Facebook,Autumn,7/4/2015,daylight,South Africa,Mpumalanga,Arathusa Safari Lodge,Sabi Sands Game Reserve,It is adjacent to Kruger National Park,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
378,kapamaprivategamereserve,,Instagram,Winter,4/7/2016,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,road,crossing the rroad,good,,https://www.instagram.com/p/BHb4hKhhLnv/
379,kapamaprivategamereserve,Willie Pienaar,Instagram,Spring,23/9/2016,afternoon,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BKsI-1thN_L/
380,Tigris Zhang,Tigris Zhang,Facebook,Winter,9/7/2016,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.facebook.com/photo?fbid=10206524473367458&set=pb.1139258176.-2207520000..
381,George Flint,George Flint,Facebook,Spring,12/11/2012,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.facebook.com/photo.php?fbid=10101137374279788&set=pb.16723195.-2207520000..&type=3
382,Kapama Private Game Reserve,,Facebook,Spring,7/11/2018,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,a leopard strangling an aardvark,good,,https://www.facebook.com/kapamaprivategamereserve/videos/1030699307110772
383,Kapama Private Game Reserve,,Facebook,Winter,4/7/2016,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,road,crossing the road,good,,https://web.facebook.com/kapamaprivategamereserve/photos/a.298403333536883/1154365311274010
384,Adam Baugh,Adam Baugh,Facebook,Winter,4/8/2015,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.facebook.com/photo.php?fbid=10205060626626399&set=pb.1565100297.-2207520000..&type=3
385,Viljoen Jordaan,,Facebook,Winter,12/6/2018,evening,South Africa,Mpumalanga,Kapama Private Game Reserve,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/jordaan.viljoen/posts/2090727710954683
386,photography_by_leighton,Leighton,Facebook,Winter,9/6/2018,evening,South Africa,Mpumalanga,Kapama River Lodge,between Blyde River Canyon and Kruger Park,on the R40 between Hoedspruit and Klasserie,Limpopo-other,Limpopo-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/PhotographybyLeighton/videos/2088078274783226
387,Journeys Worldwide,,Facebook,Spring,24/9/2018,evening,South Africa,Mpumalanga,Londolozi Game Reserve,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,coming out of the burrow,good,,https://www.facebook.com/journeys.com.au/photos/a.1865549413669433/2693878314169868
388,londolozi,camera trap,Instagram,Summer,3/2/2016,evening,South Africa,Mpumalanga,Londolozi Game Reserve,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,
389,Rissington Inn,,Facebook,Winter,1/8/2013,daylight,South Africa,Mpumalanga,Londolozi Game Reserve,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/search/str/rissington+inn+aardvark/keywords_search
390,Londolozi Game Reserve,,Facebook,Spring,16/11/2017,daylight,South Africa,Mpumalanga,Londolozi Game Reserve,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/londolozigamereserve/photos/a.244058019010256/1479378892144823/
391,Singita,,Facebook,Spring,29/9/2014,daylight,South Africa,Mpumalanga,Singita Boulders Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/singita.gamereserves/photos/basw.AboWw-fDVpotGnxN0I54N58hkmykqWyt5kGLebzjVHA6jGToioq7xxwHdFuaXcKMfUKkYGsWzcuqoSWTMkdNR80EFk_RJqlcNu3LObUtLe4bwCR2EBhGMEcfjLKa7f5rhE9ZlSSQmJXiNu1va7t_U-YJ.957638564297471.858699484164941.10153327688971919.10157694224825300.10158927794005300.10155174922265300/858699484164941/?type=1&opaqueCursor=Abol6W_SPoG0SziIAsPVTeIssVprMZvitN3Tp9YemVw_KHa2O-cjgZATdcgVo3jmPIJrdrH2ITY76z7Vct8V8w5AxJvodbIk6XM8znj_IA94w9Ev-JG2aGMa4kxPC7BeDmenzuKarRMn1V4YYLHuQSS_6mjbzhLK2BCyOv58gUJaPSDa3NT69xRh_1hzygmnG2E-swplWpZ_uS7iaM0k2i68fA_V9-pSnWgXap9cb_vdF4EuFHVfdDSNv5ql7WB7xJvGOhZRKr27eSO155TJBE2s9Exshu1HWOaCu0khVjXX1-gGsnF_En8S2haYTQWZVahcVEYepPSueD6ldCl0fOy-3210uG3WD8r45NKvMG7wk7TDqvB4U2yk4irmiI9muEGLJ7d8E7BjzgTwO6LEVOykSpRLc0kgVYwnRr8DYKd5WcL7sdIqX-jVmyUlmSdwVbSbhmqGLj-zRon465SCzUZmKtQUhBBMUfWD6A_WcVEGLulWrYnREzw0982A8ae7v8csruadgaQQ8NEoNARm9sNq7dT7lon-B3uDYuxEDz-noZoqNvc9sk7Z3vf1EVeobQ8&theater
392,Safari Architects,,Facebook,Spring,7/11/2015,daylight,South Africa,Mpumalanga,Singita Boulders Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/safariarchitects/photos/basw.Abqb8S8LDZlbsUQQACV3r6LPloJz36xnX8fGQMtRPeXti7EMbrzwMluMtaILHyxRTreCtk_SKZtpy27iobZ34f9FNbp3XVrVIqV2g_ch2qXVJ6e0qiZXSG6xKVW5tfrxPRPQ_AChpl94f9MJUvQwdeDM.957638564297471.858699484164941.10153327688971919.10157694224825300.10158927794005300.10155174922265300/957638564297471/?type=1&opaqueCursor=Aboy8uO75wk_XSaNsp5nH5_0LDJ94cAi3EAwIHTywUaPSCPRMXEvDf8e1PkFo7h4-1DOwiVCWga5fUz3qUZ2AK1LEPmVRidykEut9xQg6RSHHXUyNqDCM18Loo7nH86B9WxR4hmYC29KwdL-tF0Dm5ynrEw-O0DeEjT762pk3zIc50w0jD6g2Pp7L4vuovXbxsQpmsIzlSI9W6yLV7zn9YLrw9aFFpMrMaYacH6XDJMMlGi2XNLpsvlMrnh5dwQvmlMojWmQZbeNVdhGXrL9tjJKWqQJB7RjNp0NJwRex3fw55vBQmTcI5jPnZl21QYLsNHYXBS3V34L7r5GHk59NDoV4b3gNA8e_hBIZY6CGV_EaUZYotmxzomU92ueUrGEqRCzLusktBxfURu6XRhtUcI5-Upa56_q--n754EXzkuFTbTc1oEK0n6lTy4MFh4nhJ3zyqtmUSUaMoygEiQYiB-jMf7We_9YGFKeUUZLnC3DZ5CWPTUylQbg69JBwAnatXWr1hDh6Jx7ALQQGbYOKR3eekXp5XvJjL_V2g2qX9JEn_VFFxmxs4aM7h0M8W5KboI&theater
393,joffersphotography,,Instagram,Spring,20/11/2017,daylight,South Africa,Mpumalanga,Singita Boulders Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
394,bush_cow,Theo ,Instagram,Winter,28/6/2016,daylight,South Africa,Mpumalanga,Nkorho Bush Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.instagram.com/p/BHMjwv_hJNA/
395,Kay Valentine,,Facebook,Winter,2/7/2015,daylight,South Africa,Mpumalanga,Elephant Plains Game Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,
396,Prelena Soma Owen,,Facebook,Winter,24/7/2017,daylight,South Africa,Mpumalanga,Elephant Plains Game Lodge,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,lions,ground surface,,,,
397,Tingana Male Leopard,,Facebook,Autumn,7/4/2018,daylight,South Africa,Mpumalanga,Cheetah Plains Private Reserve,Sabi Sands Game Reserve,western boarder of Kruger,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/Tingana.Male.Leopard/posts/1419119141525389
398,tanda.tula,camera trap,Instagram,Summer,25/1/2019,evening,South Africa,Mpumalanga,Tanda Tula Game Reserve,Timbavati Game Reserve,"between Hoedspruit and Acornhoek, situated on the western edge of Kruger National Park",Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BtD3RmVBH7A/
399,travelafricayourway,,Instagram,Autumn,30/5/2018,daylight,South Africa,Mpumalanga,Tanda Tula Game Reserve,Timbavati Game Reserve,"between Hoedspruit and Acornhoek, situated on the western edge of Kruger National Park",Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.instagram.com/p/BjZMXttHNe6/
